Time,ID,Name,Event Category,Event Action
202109141245,B1011,A1011,View Question,Week 12 Homework 7 - PIPLS - /333433/week-12-homework-7
202109141306,B1011,A1011,View Home,2021-Summer 初級程式設計-Python - PIPLS - /home_pipls
202109141306,B1011,A1011,View Question,Week 12 Homework 7 - PIPLS - /333433/week-12-homework-7
202109141306,B1011,A1011,View Question,Week 12 Homework 8 - PIPLS - /333434/week-12-homework-8
202109141307,B1011,A1011,View Resource,第十二單元 投影片 - PIPLS - /332908
202109141328,B1020,A1020,View Home,2021-Summer 初級程式設計-Python - PIPLS - /home_pipls
202109141328,B1020,A1020,View Question,Week 12 Homework 6 - PIPLS - /333432/week-12-homework-6
202109141328,B1020,A1020,View Question,Week 12 Homework 8 - PIPLS - /333434/week-12-homework-8
202109141328,B1020,A1020,View Question,Week 12 Homework 7 - PIPLS - /333433/week-12-homework-7
202109141328,B1020,A1020,View Question,Week 12 Homework 5 - PIPLS - /333431/week-12-homework-5
202109141328,B1020,A1020,View Resource,Week 12 參考解答 - PIPLS - /333545/week-12
202109141358,B1018,A1018,View Home,2021-Summer 初級程式設計-Python - PIPLS - /home_pipls
202109141359,B1018,A1018,View Home,2021-Summer 初級程式設計-Python - PIPLS - /home_pipls
202109141359,B1018,A1018,View Question,Week 12 Homework 4 - PIPLS - /333429/week-12-homework-4
202109141359,B1018,A1018,View Question,Week 12 Homework 3 - PIPLS - /333428/week-12-homework-3
202109141359,B1018,A1018,View Question,Week 12 Homework 2 - PIPLS - /333427/week-12-homework-2
202109141359,B1018,A1018,View Question,Week 12 Homework 1 - PIPLS - /333426/week-12-homework-1
202109141400,B1018,A1018,View Home,2021-Summer 初級程式設計-Python - PIPLS - /home_pipls
202109141400,B1018,A1018,View Question,Week 12 Homework 6 - PIPLS - /333432/week-12-homework-6
202109141400,B1018,A1018,View Question,Week 12 Homework 5 - PIPLS - /333431/week-12-homework-5
202109141401,B1018,A1018,View Home,2021-Summer 初級程式設計-Python - PIPLS - /home_pipls
202109141401,B1018,A1018,View Question,Week 12 Homework 7 - PIPLS - /333433/week-12-homework-7
202109141402,B1018,A1018,View Home,2021-Summer 初級程式設計-Python - PIPLS - /home_pipls
202109141402,B1018,A1018,View Question,Week 12 Homework 8 - PIPLS - /333434/week-12-homework-8
202109141404,B1018,A1018,View Home,2021-Summer 初級程式設計-Python - PIPLS - /home_pipls
202109141404,B1018,A1018,View Question,Week 12 Homework 7 - PIPLS - /333433/week-12-homework-7
202109141405,B1018,A1018,View Home,2021-Summer 初級程式設計-Python - PIPLS - /home_pipls
202109141405,B1018,A1018,View Question,Week 12 Homework 7 - PIPLS - /333433/week-12-homework-7
202109141405,B1018,A1018,View Question,Week 12 Homework 8 - PIPLS - /333434/week-12-homework-8
202109141405,B1018,A1018,View Question,Week 12 Homework 6 - PIPLS - /333432/week-12-homework-6
202109141405,B1018,A1018,View Question List,Recent questions in Week 12 (考前練習，不計分) - PIPLS - /questions/2021-summer-初-級-程-式-設-計-python/week-12-考-前-練-習-，-不-計-分
202109141412,B1007,A1007,View,第四單元 02 字串的函式與運算子（二） - PIPLS - /327213/02
202109141425,B1050,A1050,View Home,2021-Summer 初級程式設計-Python - PIPLS - /home_pipls
202109141430,B1016,A1016,View Home,2021-Summer 初級程式設計-Python - PIPLS - /home_pipls
202109141430,B1016,A1016,View Question,Week 12 Homework 5 - PIPLS - /333431/week-12-homework-5
202109141431,B1050,A1050,View,第二單元 04 資料輸出 - PIPLS - /325907/04
202109141435,B1050,A1050,View,第二單元 04 資料輸出 - PIPLS - /325907/04
202109141435,B1050,A1050,View Home,2021-Summer 初級程式設計-Python - PIPLS - /home_pipls
202109141436,B1039,A1039,View Question,Week 12 Homework 6 - PIPLS - /333432/week-12-homework-6
202109141437,B1039,A1039,Post Answer,Week 12 Homework 6 - PIPLS - /333432/week-12-homework-6
202109141437,B1039,A1039,View Question,Week 12 Homework 7 - PIPLS - /333433/week-12-homework-7
202109141438,B1039,A1039,View Question,Week 12 Homework 7 - PIPLS - /333433/week-12-homework-7
202109141446,B1011,A1011,View Question,Week 12 Homework 8 - PIPLS - /333434/week-12-homework-8
202109141452,B1050,A1050,Video Play,第二單元 05 資料輸入 - PIPLS - /325908/05
202109141452,B1050,A1050,View Home,2021-Summer 初級程式設計-Python - PIPLS - /home_pipls
202109141452,B1050,A1050,View Resource,第二單元 05 資料輸入 - PIPLS - /325908/05
202109141453,B1050,A1050,Video Pause,第二單元 05 資料輸入 - PIPLS - /325908/05
202109141453,B1050,A1050,Video Play,第二單元 05 資料輸入 - PIPLS - /325908/05
202109141454,B1050,A1050,Video Pause,第二單元 05 資料輸入 - PIPLS - /325908/05
202109141454,B1050,A1050,Video Play,第二單元 05 資料輸入 - PIPLS - /325908/05
202109141456,B1050,A1050,Video Pause,第二單元 05 資料輸入 - PIPLS - /325908/05
202109141458,B1050,A1050,Video Play,第二單元 05 資料輸入 - PIPLS - /325908/05
202109141459,B1050,A1050,Video Pause,第二單元 05 資料輸入 - PIPLS - /325908/05
202109141503,B1050,A1050,Video Play,第二單元 05 資料輸入 - PIPLS - /325908/05
202109141510,B1053,A1053,View Home,2021-Summer 初級程式設計-Python - PIPLS - /home_pipls
202109141517,B1016,A1016,View Question,Week 12 Homework 5 - PIPLS - /333431/week-12-homework-5
202109141530,B1039,A1039,Post Answer,Week 12 Homework 7 - PIPLS - /333433/week-12-homework-7
202109141530,B1039,A1039,View Question,Week 12 Homework 8 - PIPLS - /333434/week-12-homework-8
202109141531,B1039,A1039,View Question,Week 12 Homework 8 - PIPLS - /333434/week-12-homework-8
202109141534,B1007,A1007,View Home,2021-Summer 初級程式設計-Python - PIPLS - /home_pipls
202109141534,B1007,A1007,View Resource,Week3 詳解 - PIPLS - /328092/week3
202109141536,B1016,A1016,View Question,Week 12 Homework 5 - PIPLS - /333431/week-12-homework-5
202109141538,B1016,A1016,View Home,2021-Summer 初級程式設計-Python - PIPLS - /home_pipls
202109141538,B1016,A1016,View Question,Week 12 Homework 6 - PIPLS - /333432/week-12-homework-6
202109141541,B1016,A1016,View Home,2021-Summer 初級程式設計-Python - PIPLS - /home_pipls
202109141542,B1016,A1016,View Question,Week 12 Homework 7 - PIPLS - /333433/week-12-homework-7
202109141544,B1016,A1016,View Home,2021-Summer 初級程式設計-Python - PIPLS - /home_pipls
202109141544,B1016,A1016,View Question,Week 12 Homework 8 - PIPLS - /333434/week-12-homework-8
202109141604,B1007,A1007,View Resource,第四單元 03 字串的轉換與測試（一） - PIPLS - /327214/03
202109141613,B1042,A1042,View Home,2021-Summer 初級程式設計-Python - PIPLS - /home_pipls
202109141705,B1009,A1009,View Home,2021-Summer 初級程式設計-Python - PIPLS - /home_pipls
202109141716,B1054,A1054,View Home,2020-2 C Programming - PIPLS - /home_pipls
202109141719,B1054,A1054,View Home,2020-2 C Programming - PIPLS - /home_pipls
202109141807,B1025,A1025,View Home,2021-Summer 初級程式設計-Python - PIPLS - /home_pipls
202109141807,B1025,A1025,View Resource,考試注意事項 - PIPLS - /333435
202109141823,B1029,A1029,View Question,Week 12 Homework 4 - PIPLS - /333429/week-12-homework-4
202109141829,B1005,A1005,View Home,2021-Summer 初級程式設計-Python - PIPLS - /home_pipls
202109141903,B1042,A1042,View Home,2021-Summer 初級程式設計-Python - PIPLS - /home_pipls
202109141903,B1042,A1042,View PDF,第五單元投影片 - PIPLS - /328108
202109141903,B1042,A1042,View Resource,第五單元投影片 - PIPLS - /328108
202109141925,B1042,A1042,View PDF,第五單元投影片 - PIPLS - /328108
202109141930,B1042,A1042,View PDF,第五單元投影片 - PIPLS - /328108
202109141932,B1042,A1042,View PDF,第五單元投影片 - PIPLS - /328108
202109141935,B1042,A1042,View Home,2021-Summer 初級程式設計-Python - PIPLS - /home_pipls
202109141935,B1042,A1042,View PDF,第五單元投影片 - PIPLS - /328108
202109141936,B1042,A1042,View Question,Week 12 Homework 2 - PIPLS - /333427/week-12-homework-2
202109141939,B1042,A1042,View Home,2021-Summer 初級程式設計-Python - PIPLS - /home_pipls
202109141939,B1042,A1042,View Question,Week 12 Homework 3 - PIPLS - /333428/week-12-homework-3
202109141940,B1042,A1042,Post Answer,Week 12 Homework 3 - PIPLS - /333428/week-12-homework-3
202109141940,B1042,A1042,View Question,Week 12 Homework 3 - PIPLS - /333428/week-12-homework-3
202109141941,B1042,A1042,View Home,2021-Summer 初級程式設計-Python - PIPLS - /home_pipls
202109141941,B1042,A1042,View Question,Week 12 Homework 3 - PIPLS - /333428/week-12-homework-3
202109141941,B1042,A1042,View Resource,Week 12 參考解答 - PIPLS - /333545/week-12
202109141944,B1042,A1042,View Home,2021-Summer 初級程式設計-Python - PIPLS - /home_pipls
202109141944,B1042,A1042,View Question,Week 12 Homework 4 - PIPLS - /333429/week-12-homework-4
202109141944,B1042,A1042,View Question,Week 12 Homework 3 - PIPLS - /333428/week-12-homework-3
202109141944,B1042,A1042,View Resource,第七單元投影片 - PIPLS - /330120
202109141944,B1042,A1042,View Tag Page,Recent questions tagged midterm - PIPLS - /tag/midterm
202109141945,B1042,A1042,View PDF,第七單元投影片 - PIPLS - /330120
202109141946,B1042,A1042,View PDF,第七單元投影片 - PIPLS - /330120
202109141947,B1042,A1042,View PDF,第七單元投影片 - PIPLS - /330120
202109141948,B1042,A1042,View PDF,第七單元投影片 - PIPLS - /330120
202109141950,B1042,A1042,View PDF,第七單元投影片 - PIPLS - /330120
202109141951,B1042,A1042,View PDF,第七單元投影片 - PIPLS - /330120
202109141952,B1042,A1042,View Home,2021-Summer 初級程式設計-Python - PIPLS - /home_pipls
202109141952,B1042,A1042,View PDF,第七單元投影片 - PIPLS - /330120
202109141953,B1050,A1050,Video Pause,第二單元 06 程式撰寫風格 - PIPLS - /325909/06
202109141953,B1050,A1050,Video Play,第二單元 06 程式撰寫風格 - PIPLS - /325909/06
202109141953,B1042,A1042,View Question,Week 12 Homework 4 - PIPLS - /333429/week-12-homework-4
202109141954,B1042,A1042,View Home,2021-Summer 初級程式設計-Python - PIPLS - /home_pipls
202109141954,B1042,A1042,View PDF,第七單元投影片 - PIPLS - /330120
202109141954,B1042,A1042,View Resource,第七單元投影片 - PIPLS - /330120
202109141955,B1042,A1042,View PDF,第七單元投影片 - PIPLS - /330120
202109141957,B1042,A1042,Post Answer,Week 12 Homework 4 - PIPLS - /333429/week-12-homework-4
202109141957,B1042,A1042,View Home,2021-Summer 初級程式設計-Python - PIPLS - /home_pipls
202109141957,B1042,A1042,View Question,Week 12 Homework 4 - PIPLS - /333429/week-12-homework-4
202109141957,B1042,A1042,View Question,Week 12 Homework 5 - PIPLS - /333431/week-12-homework-5
202109142008,B1042,A1042,View Home,2021-Summer 初級程式設計-Python - PIPLS - /home_pipls
202109142008,B1042,A1042,View PDF,第三單元投影片 - PIPLS - /326271
202109142008,B1042,A1042,View Resource,第三單元投影片 - PIPLS - /326271
202109142010,B1042,A1042,View Home,2021-Summer 初級程式設計-Python - PIPLS - /home_pipls
202109142010,B1042,A1042,View PDF,第七單元投影片 - PIPLS - /330120
202109142010,B1042,A1042,View Resource,第七單元投影片 - PIPLS - /330120
202109142012,B1042,A1042,View PDF,第七單元投影片 - PIPLS - /330120
202109142013,B1042,A1042,View PDF,第七單元投影片 - PIPLS - /330120
202109142014,B1042,A1042,View Home,2021-Summer 初級程式設計-Python - PIPLS - /home_pipls
202109142014,B1042,A1042,View Question,Week 12 Homework 5 - PIPLS - /333431/week-12-homework-5
202109142017,B1005,A1005,View Home,2021-Summer 初級程式設計-Python - PIPLS - /home_pipls
202109142024,B1042,A1042,View Home,2021-Summer 初級程式設計-Python - PIPLS - /home_pipls
202109142024,B1042,A1042,View PDF,第六單元投影片 - PIPLS - /328987
202109142024,B1042,A1042,View Resource,第六單元投影片 - PIPLS - /328987
202109142025,B1042,A1042,View PDF,第六單元投影片 - PIPLS - /328987
202109142028,B1042,A1042,View PDF,第六單元投影片 - PIPLS - /328987
202109142031,B1042,A1042,Post Answer,Week 12 Homework 5 - PIPLS - /333431/week-12-homework-5
202109142032,B1042,A1042,View Home,2021-Summer 初級程式設計-Python - PIPLS - /home_pipls
202109142032,B1042,A1042,View Question,Week 12 Homework 6 - PIPLS - /333432/week-12-homework-6
202109142032,B1042,A1042,View Question,Week 12 Homework 5 - PIPLS - /333431/week-12-homework-5
202109142045,B1042,A1042,View PDF,第六單元投影片 - PIPLS - /328987
202109142049,B1005,A1005,View Home,2021-Summer 初級程式設計-Python - PIPLS - /home_pipls
202109142105,B1050,A1050,Video Pause,第二單元 06 程式撰寫風格 - PIPLS - /325909/06
202109142105,B1050,A1050,Video Play,第二單元 06 程式撰寫風格 - PIPLS - /325909/06
202109142108,B1050,A1050,Video Pause,第二單元 06 程式撰寫風格 - PIPLS - /325909/06
202109142108,B1050,A1050,Video Play,第二單元 06 程式撰寫風格 - PIPLS - /325909/06
202109142109,B1050,A1050,View,第三單元 01 算數運算子 - PIPLS - /326272/01
202109142109,B1050,A1050,View Home,2021-Summer 初級程式設計-Python - PIPLS - /home_pipls
202109142110,B1050,A1050,View Home,2021-Summer 初級程式設計-Python - PIPLS - /home_pipls
202109142110,B1050,A1050,View Resource,Week11 詳解 - PIPLS - /333425/week11
202109142113,B1005,A1005,View Home,2021-Summer 初級程式設計-Python - PIPLS - /home_pipls
202109142116,B1005,A1005,View Home,2021-Summer 初級程式設計-Python - PIPLS - /home_pipls
202109142121,B1045,A1045,View Home,2021-Summer 初級程式設計-Python - PIPLS - /home_pipls
202109142121,B1045,A1045,View Resource,考試注意事項 - PIPLS - /333435
202109142122,B1034,A1034,View Home,2021-Summer 初級程式設計-Python - PIPLS - /home_pipls
202109142122,B1034,A1034,View Resource,考試注意事項 - PIPLS - /333435
202109142131,B1034,A1034,View Home,2021-Summer 初級程式設計-Python - PIPLS - /home_pipls
202109142225,B1036,A1036,View Home,2021-Summer 初級程式設計-Python - PIPLS - /home_pipls
202109142225,B1036,A1036,View Question,Week 12 Homework 5 - PIPLS - /333431/week-12-homework-5
202109142227,B1036,A1036,View Home,2021-Summer 初級程式設計-Python - PIPLS - /home_pipls
202109142227,B1036,A1036,View Question,Week 12 Homework 5 - PIPLS - /333431/week-12-homework-5
202109142237,B1036,A1036,View Home,2021-Summer 初級程式設計-Python - PIPLS - /home_pipls
202109142237,B1036,A1036,View Question,Week 12 Homework 6 - PIPLS - /333432/week-12-homework-6
202109142238,B1036,A1036,View Home,2021-Summer 初級程式設計-Python - PIPLS - /home_pipls
202109142238,B1036,A1036,View Question,Week 12 Homework 6 - PIPLS - /333432/week-12-homework-6
202109142238,B1036,A1036,View Question,Week 12 Homework 5 - PIPLS - /333431/week-12-homework-5
202109150043,B1005,A1005,View Home,2021-Summer 初級程式設計-Python - PIPLS - /home_pipls
202109150328,B1005,A1005,View Home,2021-Summer 初級程式設計-Python - PIPLS - /home_pipls
202109150810,B1010,A1010,View Home,2021-Summer 初級程式設計-Python - PIPLS - /home_pipls
202109150810,B1010,A1010,View Resource,Week11 詳解 - PIPLS - /333425/week11
202109150811,B1010,A1010,View Question,Week 12 Homework 1 - PIPLS - /333426/week-12-homework-1
202109150811,B1010,A1010,View Question,Week 12 Homework 5 - PIPLS - /333431/week-12-homework-5
202109150811,B1010,A1010,View Question,Week 12 Homework 8 - PIPLS - /333434/week-12-homework-8
202109150811,B1010,A1010,View Question List,Week 12 (考前練習，不計分) 中最新問題 - PIPLS - /questions/2021-summer-初-級-程-式-設-計-python/week-12-考-前-練-習-，-不-計-分
202109150811,B1010,A1010,View Resource,Week 12 參考解答 - PIPLS - /333545/week-12
202109150811,B1010,A1010,View Resource,考試注意事項 - PIPLS - /333435
202109150812,B1010,A1010,View Home,2021-Summer 初級程式設計-Python - PIPLS - /home_pipls
202109150812,B1010,A1010,View Question List,Week 12 (考前練習，不計分) 中最新問題 - PIPLS - /questions/2021-summer-初-級-程-式-設-計-python/week-12-考-前-練-習-，-不-計-分
202109150812,B1010,A1010,View Question List,Week 11 中最新問題 - PIPLS - /questions/2021-summer-初-級-程-式-設-計-python/week-11
202109150815,B1010,A1010,View Home,2021-Summer 初級程式設計-Python - PIPLS - /home_pipls
202109150815,B1010,A1010,View PDF,第十二單元 投影片 - PIPLS - /332908
202109150819,B1010,A1010,View PDF,第十二單元 投影片 - PIPLS - /332908
202109150822,B1010,A1010,View PDF,第十二單元 投影片 - PIPLS - /332908
202109150837,B1010,A1010,View PDF,第十二單元 投影片 - PIPLS - /332908
202109150843,B1010,A1010,View PDF,第十二單元 投影片 - PIPLS - /332908
202109150844,B1010,A1010,View PDF,第十二單元 投影片 - PIPLS - /332908
202109150851,B1010,A1010,View PDF,第十二單元 投影片 - PIPLS - /332908
202109150852,B1010,A1010,View PDF,第十二單元 投影片 - PIPLS - /332908
202109150854,B1010,A1010,View,第十二單元 02 檔案寫入 - PIPLS - /332907/02
202109150854,B1010,A1010,View PDF,第十二單元 投影片 - PIPLS - /332908
202109150854,B1010,A1010,View Question List,Week 11 中最新問題 - PIPLS - /questions/2021-summer-初-級-程-式-設-計-python/week-11
202109150907,B1010,A1010,View Home,2021-Summer 初級程式設計-Python - PIPLS - /home_pipls
202109150907,B1010,A1010,View Page,鄭濬祥 的回答 - PIPLS - /user/鄭濬祥/answers
202109150907,B1010,A1010,View Question List,Week 12 (考前練習，不計分) 中最新問題 - PIPLS - /questions/2021-summer-初-級-程-式-設-計-python/week-12-考-前-練-習-，-不-計-分
202109150907,B1010,A1010,View Resource,考試注意事項 - PIPLS - /333435
202109150908,B1010,A1010,View Home,2021-Summer 初級程式設計-Python - PIPLS - /home_pipls
202109150908,B1010,A1010,View Question List,Week 12 (考前練習，不計分) 中最新問題 - PIPLS - /questions/2021-summer-初-級-程-式-設-計-python/week-12-考-前-練-習-，-不-計-分
202109151014,B1007,A1007,View Home,2021-Summer 初級程式設計-Python - PIPLS - /home_pipls
202109151014,B1027,A1027,View Home,2021-Summer 初級程式設計-Python - PIPLS - /home_pipls
202109151014,B1027,A1027,View Question,Week 12 Homework 8 - PIPLS - /333434/week-12-homework-8
202109151035,B1027,A1027,View Home,2021-Summer 初級程式設計-Python - PIPLS - /home_pipls
202109151035,B1027,A1027,View Resource,第七單元投影片 - PIPLS - /330120
202109151040,B1007,A1007,View,第四單元 06 字元及編碼 - PIPLS - /327217/06
202109151040,B1007,A1007,View,第四單元 05 字串的搜尋與邊緣刪減 - PIPLS - /327216/05
202109151040,B1007,A1007,View Home,2021-Summer 初級程式設計-Python - PIPLS - /home_pipls
202109151040,B1007,A1007,View Resource,第四單元投影片 - PIPLS - /288845
202109151040,B1007,A1007,View Resource,Week3 詳解 - PIPLS - /328092/week3
202109151040,B1007,A1007,View Resource,第四單元 04 字串的轉換與測試（二） - PIPLS - /327215/04
202109151040,B1007,A1007,View Resource,第四單元 03 字串的轉換與測試（一） - PIPLS - /327214/03
202109151042,B1007,A1007,View Resource,第四單元投影片 - PIPLS - /288845
202109151050,B1007,A1007,View Resource,考試注意事項 - PIPLS - /333435
202109151050,B1007,A1007,View Resource,Week 12 參考解答 - PIPLS - /333545/week-12
202109151133,B1015,A1015,View Home,2021-Summer 初級程式設計-Python - PIPLS - /home_pipls
202109151133,B1015,A1015,View Resource,考試注意事項 - PIPLS - /333435
202109151135,B1015,A1015,View Home,2021-Summer 初級程式設計-Python - PIPLS - /home_pipls
202109151135,B1015,A1015,View Question,Week 12 Homework 8 - PIPLS - /333434/week-12-homework-8
202109151135,B1015,A1015,View Resource,Week 12 參考解答 - PIPLS - /333545/week-12
202109151152,B1027,A1027,View Home,2021-Summer 初級程式設計-Python - PIPLS - /home_pipls
202109151152,B1027,A1027,View Resource,第十二單元 投影片 - PIPLS - /332908
202109151153,B1055,A1055,View Home,2021-Summer 初級程式設計-Python - PIPLS - /home_pipls
202109151153,B1055,A1055,View Question List,Week 12 (考前練習，不計分) 中最新問題 - PIPLS - /questions/2021-summer-初-級-程-式-設-計-python/week-12-考-前-練-習-，-不-計-分
202109151153,B1055,A1055,View Resource,考試注意事項 - PIPLS - /333435
202109151153,B1055,A1055,View Resource,Week 12 參考解答 - PIPLS - /333545/week-12
202109151324,B1032,A1032,View Home,2021-Summer 初級程式設計-Python - PIPLS - /home_pipls
202109151324,B1032,A1032,View Resource,Week 12 參考解答 - PIPLS - /333545/week-12
202109151336,B1018,A1018,View Home,2021-Summer 初級程式設計-Python - PIPLS - /home_pipls
202109151336,B1018,A1018,View Question,Week 12 Homework 1 - PIPLS - /333426/week-12-homework-1
202109151341,B1011,A1011,View Home,2021-Summer 初級程式設計-Python - PIPLS - /home_pipls
202109151345,B1018,A1018,View Home,2021-Summer 初級程式設計-Python - PIPLS - /home_pipls
202109151345,B1018,A1018,View Question,Week 12 Homework 1 - PIPLS - /333426/week-12-homework-1
202109151346,B1018,A1018,View Home,2021-Summer 初級程式設計-Python - PIPLS - /home_pipls
202109151346,B1018,A1018,View Question,Week 12 Homework 2 - PIPLS - /333427/week-12-homework-2
202109151347,B1018,A1018,View Home,2021-Summer 初級程式設計-Python - PIPLS - /home_pipls
202109151347,B1018,A1018,View Question,Week 12 Homework 3 - PIPLS - /333428/week-12-homework-3
202109151357,B1018,A1018,View Home,2021-Summer 初級程式設計-Python - PIPLS - /home_pipls
202109151357,B1018,A1018,View Question,Week 12 Homework 5 - PIPLS - /333431/week-12-homework-5
202109151357,B1018,A1018,View Question,Week 12 Homework 6 - PIPLS - /333432/week-12-homework-6
202109151357,B1018,A1018,View Question,Week 12 Homework 4 - PIPLS - /333429/week-12-homework-4
202109151358,B1056,A1056,View Home,2021-Summer 初級程式設計-Python - PIPLS - /home_pipls
202109151358,B1056,A1056,View Question,Week 12 Homework 6 - PIPLS - /333432/week-12-homework-6
202109151358,B1018,A1018,View Question,Week 12 Homework 7 - PIPLS - /333433/week-12-homework-7
202109151358,B1018,A1018,View Question,Week 12 Homework 8 - PIPLS - /333434/week-12-homework-8
202109151358,B1056,A1056,View Question List,Recent questions in Week 12 (考前練習，不計分) - PIPLS - /questions/2021-summer-初-級-程-式-設-計-python/week-12-考-前-練-習-，-不-計-分
202109151358,B1056,A1056,View Resource,第七單元投影片 - PIPLS - /330120
202109151359,B1056,A1056,View Home,2021-Summer 初級程式設計-Python - PIPLS - /home_pipls
202109151359,B1056,A1056,View PDF,第十單元投影片 - PIPLS - /331786
202109151359,B1056,A1056,View PDF,第七單元投影片 - PIPLS - /330120
202109151359,B1056,A1056,View Question List,Recent questions in Week 9 - PIPLS - /questions/2021-summer-初-級-程-式-設-計-python/week-9
202109151359,B1056,A1056,View Question List,Recent questions in Week 8 - PIPLS - /questions/2021-summer-初-級-程-式-設-計-python/week-8
202109151359,B1056,A1056,View Resource,第十單元投影片 - PIPLS - /331786
202109151405,B1018,A1018,View Question,Week 12 Homework 6 - PIPLS - /333432/week-12-homework-6
202109151411,B1050,A1050,View Home,2021-Summer 初級程式設計-Python - PIPLS - /home_pipls
202109151412,B1050,A1050,View,第三單元 01 算數運算子 - PIPLS - /326272/01
202109151412,B1056,A1056,View Question List,Recent questions in Week 12 (考前練習，不計分) - PIPLS - /questions/2021-summer-初-級-程-式-設-計-python/week-12-考-前-練-習-，-不-計-分
202109151413,B1056,A1056,View Resource,Week 12 參考解答 - PIPLS - /333545/week-12
202109151419,B1018,A1018,View Question,Week 12 Homework 7 - PIPLS - /333433/week-12-homework-7
202109151421,B1056,A1056,View PDF,第十單元投影片 - PIPLS - /331786
202109151422,B1056,A1056,View PDF,第十單元投影片 - PIPLS - /331786
202109151423,B1056,A1056,View PDF,第十單元投影片 - PIPLS - /331786
202109151423,B1056,A1056,View Resource,第十單元投影片 - PIPLS - /331786
202109151424,B1056,A1056,View PDF,第十單元投影片 - PIPLS - /331786
202109151428,B1056,A1056,View PDF,第十單元投影片 - PIPLS - /331786
202109151432,B1056,A1056,View PDF,第十單元投影片 - PIPLS - /331786
202109151433,B1056,A1056,View PDF,第十單元投影片 - PIPLS - /331786
202109151438,B1050,A1050,View,第三單元 02 內建數值處理函式 - PIPLS - /326273/02
202109151438,B1050,A1050,View,第三單元 01 算數運算子 - PIPLS - /326272/01
202109151438,B1050,A1050,View Home,2021-Summer 初級程式設計-Python - PIPLS - /home_pipls
202109151438,B1056,A1056,View PDF,第十單元投影片 - PIPLS - /331786
202109151439,B1056,A1056,View PDF,第十單元投影片 - PIPLS - /331786
202109151441,B1018,A1018,View Ask Page,Send to Discussion Board: 2021-Summer 初級程式設計-Python - PIPLS - /ask
202109151441,B1018,A1018,View Question,Week 12 Homework 7 - PIPLS - /333433/week-12-homework-7
202109151442,B1018,A1018,Post Answer,Week 12 Homework 7 - PIPLS - /333433/week-12-homework-7
202109151442,B1018,A1018,View Home,2021-Summer 初級程式設計-Python - PIPLS - /home_pipls
202109151445,B1056,A1056,View Home,2021-Summer 初級程式設計-Python - PIPLS - /home_pipls
202109151445,B1056,A1056,View Resource,Week9 詳解 - PIPLS - /332268/week9
202109151446,B1057,A1057,View Home,2021-Summer 初級程式設計-Python - PIPLS - /home_pipls
202109151446,B1018,A1018,View Question,Week 12 Homework 8 - PIPLS - /333434/week-12-homework-8
202109151446,B1057,A1057,View Resource,第十二單元 投影片 - PIPLS - /332908
202109151450,B1057,A1057,View Home,2021-Summer 初級程式設計-Python - PIPLS - /home_pipls
202109151450,B1057,A1057,View Page,沒有等待審核的內容 - PIPLS - /admin/moderate
202109151450,B1057,A1057,View Page,PIPLS - /test
202109151450,B1057,A1057,View Select Course,選課 - PIPLS - /selectcourse
202109151453,B1005,A1005,View Home,2021-Summer 初級程式設計-Python - PIPLS - /home_pipls
202109151453,B1057,A1057,View Home,2020-1 初級程式設計-PythonAC - PIPLS - /home_pipls
202109151458,B1007,A1007,View,第四單元 05 字串的搜尋與邊緣刪減 - PIPLS - /327216/05
202109151507,B1056,A1056,View Home,2021-Summer 初級程式設計-Python - PIPLS - /home_pipls
202109151507,B1056,A1056,View Question,Week 12 Homework 7 - PIPLS - /333433/week-12-homework-7
202109151507,B1056,A1056,View Question List,Recent questions in Week 12 (考前練習，不計分) - PIPLS - /questions/2021-summer-初-級-程-式-設-計-python/week-12-考-前-練-習-，-不-計-分
202109151507,B1056,A1056,View Question List,Recent questions in Week 9 - PIPLS - /questions/2021-summer-初-級-程-式-設-計-python/week-9
202109151507,B1056,A1056,View Question List,Recent questions in Week 10 - PIPLS - /questions/2021-summer-初-級-程-式-設-計-python/week-10
202109151508,B1056,A1056,View PDF,第十一單元投影片 - PIPLS - /332286
202109151508,B1056,A1056,View Resource,第十一單元投影片 - PIPLS - /332286
202109151519,B1044,A1044,View Resource,Week5 詳解 - PIPLS - /330110/week5
202109151522,B1056,A1056,View Home,2021-Summer 初級程式設計-Python - PIPLS - /home_pipls
202109151523,B1056,A1056,View PDF,第十一單元投影片 - PIPLS - /332286
202109151523,B1056,A1056,View Resource,Week10 詳解 - PIPLS - /332892/week10
202109151525,B1056,A1056,View PDF,第十一單元投影片 - PIPLS - /332286
202109151526,B1056,A1056,View PDF,第十一單元投影片 - PIPLS - /332286
202109151527,B1007,A1007,View,第四單元 06 字元及編碼 - PIPLS - /327217/06
202109151527,B1044,A1044,View,第八單元 03 函式的參數傳遞 - PIPLS - /330891/03
202109151527,B1044,A1044,View Home,2021-Summer 初級程式設計-Python - PIPLS - /home_pipls
202109151543,B1056,A1056,View Home,2021-Summer 初級程式設計-Python - PIPLS - /home_pipls
202109151543,B1056,A1056,View Question List,Recent questions in Week 8 - PIPLS - /questions/2021-summer-初-級-程-式-設-計-python/week-8
202109151544,B1056,A1056,View,第九單元 01 基本繪圖~線性圖 - PIPLS - /331366/01
202109151547,B1056,A1056,View Question List,Recent questions in Week 8 - PIPLS - /questions/2021-summer-初-級-程-式-設-計-python/week-8
